category,question,answer,source
일부결제대금이월약정 해지,카드 해지 후 고객은 심사를 받지 않아도 카드를 다시 발급받을 수 있어?,"아니, 심사를 통해서 카드가 발급돼.",AIHub(하나카드)/25417
일부결제대금이월약정 해지,카드 해지 후 남은 기간의 연회비는 언제 돌려받을 수 있어?,평일 기준 5일 이내,AIHub(하나카드)/23581
일부결제대금이월약정 해지,카드 해지 후 남은 연회비는 언제 환불 되나요?,평일 기준 5일 이내,AIHub(하나카드)/22630
일부결제대금이월약정 해지,카드 해지 후 다시 같은 카드를 발급받을 수 있나요?,"아니요, 다시 심사를 통해서만 발급받을 수 있습니다.",AIHub(하나카드)/22630
일부결제대금이월약정 해지,카드 해지 후 다시 같은 카드를 발급받을 수 있을까?,"아니요, 다시 심사를 통해서만 발급받을 수 있습니다.",AIHub(하나카드)/21625
일부결제대금이월약정 해지,카드 해지 후 다시 카드를 발급받고 싶다면 어떻게 해야 해?,"다시 심사를 받고, 카드 발급을 진행해야 해.",AIHub(하나카드)/23602
일부결제대금이월약정 해지,카드 해지 후 리볼빙 서비스 재가입이 가능한가?,"아니, 차후에 재가입이 어려울 수 있습니다.",AIHub(하나카드)/24062
일부결제대금이월약정 해지,카드 해지 후 신용카드 환급 금액은 언제 계좌로 입금되지?,영업일 기준 3~4일 내에 환급될 예정이다.,AIHub(하나카드)/23619
일부결제대금이월약정 해지,카드 해지 후 연회비는 언제 환불되나요?,평일 기준 5일 이내에 환불될 예정입니다.,AIHub(하나카드)/24467
일부결제대금이월약정 해지,카드 해지 후 자동이체는 해당 기관에 변경 신청을 해야 하나요?,"네, 자동이체가 연결된 경우에는 해당 기관에 변경 신청을 해야 합니다.",AIHub(하나카드)/24467
일부결제대금이월약정 해지,카드 해지 후 재발급을 받으려면 어떻게 해야 해?,다시 심사를 통해 카드 발급을 하여야 한다.,AIHub(하나카드)/20921
일부결제대금이월약정 해지,카드 해지 후 적립된 포인트가 있나요?,"아니요, 적립된 포인트가 없습니다.",AIHub(하나카드)/23551
일부결제대금이월약정 해지,카드 해지 후 주의해야 할 사항은 무엇인가요?,"카드 해지 이후에는, 자동 이체나 미매입 건에 대해 손님이 직접 기관에 변경 요청해야 하고, 모바일 티머니 및 후불 교통 이용 시 요금이 청구될 수 있습니다.",AIHub(하나카드)/22053
일부결제대금이월약정 해지,카드 해지 후 추후 신용카드 발급이 가능한가?,"예, 심사를 통해 카드 발급 처리가 가능합니다.",AIHub(하나카드)/21609
일부결제대금이월약정 해지,카드 해지 후 해당 카드에 자동 이체 연결 건이 있으면 고객은 어떻게 해야 합니까?,해당 기관에 직접 연락해서 변경 신청을 해야 합니다.,AIHub(하나카드)/23027
일부결제대금이월약정 해지,카드 해지 후 해지 관련 안내 사항을 고객에게 안내했나?,"예, 문자 메시지로 해지 관련 안내 사항을 발송했습니다.",AIHub(하나카드)/21018
일부결제대금이월약정 해지,카드 해지를 위해서는 미결제 잔액을 전부 처리해야 하나?,"예, 미결제 잔액을 전부 처리해야 카드 해지가 완료됩니다.",AIHub(하나카드)/23306
일부결제대금이월약정 해지,카드 해지에 관한 안내 사항은 어떻게 고객에게 전달되지?,문자 메시지로,AIHub(하나카드)/21884
일부결제대금이월약정 해지,카드 해지와 관련된 유의 사항은 어디서 확인할 수 있나요?,문자 메시지로 확인할 수 있습니다.,AIHub(하나카드)/24467
일부결제대금이월약정 해지,카드 해지와 관련한 안내 사항은 문자로 받을 수 있나요?,"네, 문자로 받을 수 있습니다.",AIHub(하나카드)/25668
일부결제대금이월약정 해지,카드가 해지되어도 계속 이용되는 서비스는 무엇이지?,마이데이터 서비스는 계속 이용된다.,AIHub(하나카드)/24978
일부결제대금이월약정 해지,카드를 해지하고 나서 다시 발급받으려면 어떻게 해야 하지?,다시 심사를 받은 후 카드를 발급받아야 해.,AIHub(하나카드)/22088
일부결제대금이월약정 해지,카드를 해지하면 그 전에 이용한 명세는 내지 않아도 돼?,"아니, 후불 교통카드, 모바일 티머니, SMS, 자동 이체 연결 건 미매입 건 이용 명세가 있으면 요금이 청구돼.",AIHub(하나카드)/25874
일부결제대금이월약정 해지,카드를 해지하면 납부했던 연회비가 환불 되나요?,"네, 남은 기간에 대한 연회비가 환불 돼요.",AIHub(하나카드)/21394
일부결제대금이월약정 해지,카드를 해지하면 연회비는 어떻게 돼?,남은 기간을 계산해서 계좌로 환불해 줘.,AIHub(하나카드)/21765
일부결제대금이월약정 해지,카드를 해지할 때 자동으로 같이 해지되지 않아서 상담원이 고객에게 해지 동의를 받은 서비스가 뭐야?,리볼빙,AIHub(하나카드)/23085
일부결제대금이월약정 해지,카드를 해지할 시 납부된 연회비는 언제 환급돼?,평일 기준으로 5일 이내,AIHub(하나카드)/23089
일부결제대금이월약정 해지,카드를 해지해도 유지되는 서비스는 무엇입니까?,마일리지 서비스입니다.,AIHub(하나카드)/25094
일부결제대금이월약정 해지,카드에 연결된 자동 이체는 어디서 해지해야 합니까?,카드 이체를 이용한 기관에 요청해서 해지하거나 변경해야 합니다.,AIHub(하나카드)/24996
일부결제대금이월약정 해지,카드의 한도 상향은 어디에서 처리가 가능합니까?,한도 상향 부서,AIHub(하나카드)/25096
일부결제대금이월약정 해지,해당 카드사의 마케팅 부서는 모든 고객을 대상으로 리볼빙 가입 신청 관련 연락을 하지?,"아니, 분기별로 선별된 고객들한테만 연락해.",AIHub(하나카드)/22448
일부결제대금이월약정 해지,해지 후 남은 연회비는 어떻게 되지?,남은 연회비는 은행 계좌로 환불돼.,AIHub(하나카드)/23102
일부결제대금이월약정 해지,해지 후 연회비 환불은 언제 되나요?,"기본 연회비는 평일 기준 5일 이내, 제휴 연회비는 다음다음 달 5영업일 이내에 환불됩니다.",AIHub(하나카드)/27062
일부결제대금이월약정 해지,해지 후 유의 사항은 무엇으로 확인할 수 있나요?,문자,AIHub(하나카드)/27062
일부결제대금이월약정 해지,해지된 카드에 청구될 금액은 없지?,"아니, 해지했어도 최근에 사용한 후급 교통카드, 모바일 티머니, SMS 이용 요금 및 자동 이체 연결 건과 미매입 건이 있으면 청구될 수 있어.",AIHub(하나카드)/20862
일부결제대금이월약정 해지,해지된 카드의 결제액 잔액은 언제 출금되지?,결제일,AIHub(하나카드)/20682
일부결제대금이월약정 해지,해지된 카드의 연회비는 아직 내지 않은 상태야?,응.,AIHub(하나카드)/20682
일부결제대금이월약정 해지,해지하려는 카드에 자동 이체가 연결된 경우 카드사에서 연결을 변경할 수 있어?,"아니, 자동 이체 연결을 변경하려면 연결된 기관을 통해 변경 신청을 해야 한다.",AIHub(하나카드)/200090
일부결제대금이월약정 해지,해지한 카드는 누가 폐기해야 해?,고객,AIHub(하나카드)/200402
일부결제대금이월약정 해지,해지한 카드는 어떻게 버려야 하나요?,해지한 카드는 두 번 이상 잘라서 폐기하여야 합니다.,AIHub(하나카드)/24062
일부결제대금이월약정 해지,해지한 카드와 연결되어 있던 자동 이체 건 같은 경우는 고객이 해당 기관으로 연락해서 바꾸어야 하니?,응.,AIHub(하나카드)/21631
일부결제대금이월약정 해지,환불받을 연회비는 언제 입금돼?,"카드 해지 신청 후 평일 기준으로 2, 3일 이내에 입금된다.",AIHub(하나카드)/200090
입금내역 안내,KT 제휴카드의 연회비는 얼마야?,2만 원,AIHub(하나카드)/22667
입금내역 안내,가상 계좌에 선결제하고 남은 차액은 어떻게 처리돼?,내일 중에 결제 계좌로 환급돼.,AIHub(하나카드)/23876
입금내역 안내,결제 취소 건은 카드 대금 청구일 당일에 반영되었어?,아니.,AIHub(하나카드)/22923
입금내역 안내,결제 취소한 건은 고객이 일시불로 결제한 거였어?,"아니, 할부로 결제했었어.",AIHub(하나카드)/24485
입금내역 안내,결제일 다음 날 손님의 계좌에서 출금된 금액에는 결제 금액 외에 뭐가 더 포함되어 있어?,연체료,AIHub(하나카드)/200031
입금내역 안내,고객에게는 현재 연체 대금이 남아 있지?,"아니, 없어.",AIHub(하나카드)/22460
입금내역 안내,고객에겐 현재 신용카드가 몇 개 있어?,1개,AIHub(하나카드)/25367
입금내역 안내,고객은 10월 11일에 출금 예정된 금액이 얼마라고 했나요?,10만 원,AIHub(하나카드)/24839
입금내역 안내,고객은 11월 20일 해당 카드로 3만원을 어디에서 사용했지?,주유소,AIHub(하나카드)/25300
입금내역 안내,고객은 2023년도 납부 내역 서류를 어떻게 받기를 원하지?,팩스로,AIHub(하나카드)/24371
입금내역 안내,고객은 결제 내역을 어플에서 확인했었어?,응.,AIHub(하나카드)/24977
입금내역 안내,고객은 결제 취소 처리가 되었다는 안내를 받았었나요?,네.,AIHub(하나카드)/20903
입금내역 안내,고객은 결제 취소한 건을 몇 개월 할부로 결제했던 거야?,3개월 할부,AIHub(하나카드)/24485
입금내역 안내,고객은 교통 이용 내역을 어플에서 확인할 수 있나요?,"예, 어플에서 로그인하여 교통 이용 내역을 확인할 수 있습니다.",AIHub(하나카드)/20855
입금내역 안내,고객은 남아있는 당월 결제금액을 납부해야 하지?,"아니, 고객은 당월 결제금액을 오늘 계좌와 모바일 결제를 통해서 모두 납부했어.",AIHub(하나카드)/24197
입금내역 안내,고객은 마케팅에 동의하면 이번 달에 뭘 받을 수 있지?,금융 혜택,AIHub(하나카드)/24542
입금내역 안내,고객은 몇 개의 카드를 갖고 있었어?,두 개,AIHub(하나카드)/24977
입금내역 안내,고객은 뭘 통해 선결제를 했지?,가상 계좌,AIHub(하나카드)/27048
입금내역 안내,고객은 미납금액을 오픈뱅킹으로 선결제했다고 했나요?,예.,AIHub(하나카드)/24154
입금내역 안내,고객은 버스나 지하철을 탈 때 후불 교통 기능이 있는 체크카드로 결제할 수 있지?,응.,AIHub(하나카드)/24938
입금내역 안내,고객은 보험비를 처음 결제할 때 할부로 했었어?,응.,AIHub(하나카드)/27048
입금내역 안내,고객은 상담 중 카드론 대금을 추가로 결제했나요?,"아니요, 카드론 대금을 포함한 모든 당월 대금이 이미 결제되어 추가 결제가 불요했습니다.",AIHub(하나카드)/21856
입금내역 안내,고객은 선결제로 인한 이자 환급금을 받을 수 있어?,"아니, 선결제 날짜까지 이자가 정산되기 때문에 별도의 이자 환급금은 없어.",AIHub(하나카드)/25287
입금내역 안내,고객은 선결제를 청구서 금액 확정 기간 이전에 했습니까?,예.,AIHub(하나카드)/25001
입금내역 안내,고객은 선수금으로 처리된 금액의 추가 입금을 어떤 방식으로 하겠다고 했나요?,카드 홈페이지를 통해 실시간 선입금을 하기로 했습니다.,AIHub(하나카드)/24154
입금내역 안내,고객은 어디서 결제 취소한 건을 문의하고 있어?,쿠팡,AIHub(하나카드)/22923
입금내역 안내,고객은 언제 선결제한 금액에 대해 재상담을 요청한 거야?,상담 당일,AIHub(하나카드)/24215
입금내역 안내,고객은 언제 장기 카드 대출금을 상환했나요?,어제,AIHub(하나카드)/26981
입금내역 안내,고객은 언제 카드를 해지했나요?,고객은 12월 1일에 카드를 해지했습니다.,AIHub(하나카드)/25662
입금내역 안내,고객은 언제부터 청구서를 문자로 받을 수 있어?,다음 달 결제일,AIHub(하나카드)/24639
입금내역 안내,고객은 언제부터 할부 금액이 표기되지 않은 청구서를 받을 수 있어?,다음 달,AIHub(하나카드)/27048
입금내역 안내,고객은 오늘 일부 대금을 선결제했지?,응.,AIHub(하나카드)/25274
입금내역 안내,고객은 오늘 챗봇을 통해 납부한 적이 없어?,아니. 챗봇을 통해 납부를 했어.,AIHub(하나카드)/25897
입금내역 안내,고객은 왜 어제 새로운 카드를 발급받았나요?,자녀의 휴대폰 통신비를 할인받기 위해서입니다.,AIHub(하나카드)/25945
입금내역 안내,고객은 왜 카드가 일시 정지될 예정이라는 문자를 받았지?,교통카드 대금이 연체되었기 때문이다.,AIHub(하나카드)/22003
입금내역 안내,고객은 요청한 내역을 무엇으로 보내달라고 했지?,팩스로,AIHub(하나카드)/25001
입금내역 안내,고객은 월요일 날 환불 신청 이후에 환불 완료됐다는 메시지를 받았어?,응.,AIHub(하나카드)/22521
입금내역 안내,고객은 이번 달에 카드론 원금 일부를 상환해야 하지?,"아니, 이번 달에는 선결제를 해서 원금이 청구되지 않을 거야.",AIHub(하나카드)/25274
입금내역 안내,고객은 이월 금액 전액을 납부했습니까?,아니요.,AIHub(하나카드)/22294
입금내역 안내,고객은 일부결제대금이월약정서비스 청구 비율을 몇 퍼센트로 이용 중이야?,25퍼센트,AIHub(하나카드)/22475
입금내역 안내,고객은 자신이 사용한 후불 교통 요금을 언제 납부해야 해?,결제일에,AIHub(하나카드)/24938
입금내역 안내,고객은 주민등록번호를 ARS 조회하는 것에 동의했습니까?,"네, 동의했습니다.",AIHub(하나카드)/25662
입금내역 안내,고객은 청구서를 무슨 경로로 받았어?,문자로,AIHub(하나카드)/25274
입금내역 안내,고객은 체크 카드에서 교통 대금이 출금한 것을 어떻게 알았어?,카드 결제일을 확인하는 중에 알게 되었다.,AIHub(하나카드)/200062
입금내역 안내,고객은 출금 알림을 어디서 확인했나요?,페이에서 출금 알림을 확인했습니다.,AIHub(하나카드)/24839
입금내역 안내,고객은 카드 내역에서 편의점 결제건을 찾았어?,"응, 확인했어.",AIHub(하나카드)/25327
입금내역 안내,고객은 카드 대금을 선결제한 덕에 이자를 덜 지불하게 되었나요?,"네, 선결제한 날만큼 이자가 줄어들기 때문에 이자를 덜 지불하게 되었습니다.",AIHub(하나카드)/25945
입금내역 안내,고객은 카드 발급 수수료를 포인트로 돌려받을 수 있어?,"아니, 고객이 카드 이용 요건을 충족하지 못해서 포인트로 돌려받을 수 없어.",AIHub(하나카드)/20800
입금내역 안내,고객은 카드 청구서를 뭐로 받고 있어?,문자 메시지로,AIHub(하나카드)/25040
입금내역 안내,고객은 카드를 대중교통 카드로 같이 사용하고 있어?,응.,AIHub(하나카드)/25985
입금내역 안내,고객은 카드사가 환급금을 통장으로 입금한 사실을 무엇으로 알 수 있지?,통장을 보면 입금자명에 카드사 이름이 찍혀 있어.,AIHub(하나카드)/200408
입금내역 안내,고객은 할부의 일부 금액을 결제할 때 중도 상환 수수료를 내야 합니까?,아니요.,AIHub(하나카드)/20756
입금내역 안내,고객은 현재 결제할 금액이 남아있습니까?,네.,AIHub(하나카드)/24542
입금내역 안내,고객은 현재 미납된 금액이 있어?,"아니, 결제 대금이 정상적으로 출금되어서 미납된 금액은 없어.",AIHub(하나카드)/23445
입금내역 안내,고객은 현재 출금 계좌가 다른 계좌로 돼 있었어?,"아니, 같은 계좌였어.",AIHub(하나카드)/25367
입금내역 안내,고객은 환급받아야 할 금액이 있는 것으로 확인되었나요?,아니요.,AIHub(하나카드)/23142
입금내역 안내,고객의 가상계좌에 예약된 총 금액은 어떻게 처리되었나요?,완납 처리되었어요.,AIHub(하나카드)/21114
입금내역 안내,고객의 결제 대금이 미납되어 있어?,아니.,AIHub(하나카드)/23190
입금내역 안내,고객의 계좌는 입출금이 불가능한 계좌인가요?,"아니요, 입출금이 가능한 정상 계좌입니다.",AIHub(하나카드)/24154
입금내역 안내,고객의 계좌로 입금된 금액은 카드사에서 환불된 금액인가?,"아니요, 카드사에서 확인된 환불 내역이 없습니다.",AIHub(하나카드)/200408
입금내역 안내,고객의 계좌에서 오늘 출금된 건의 정체는 뭐였어?,체크카드 발급 수수료,AIHub(하나카드)/20800
입금내역 안내,고객의 계좌에서 이중으로 출금된 금액은 얼마야?,"3,214,320원",AIHub(하나카드)/23445
입금내역 안내,고객의 당월 카드 결제 금액은 이미 완료되었나요?,"예, 당월 카드 결제 금액은 이미 모두 결제되었습니다.",AIHub(하나카드)/22242
입금내역 안내,고객의 미납금 납부가 늦어지면 미납 사실이 어디에 알려질 수 있어?,외부 기관,AIHub(하나카드)/25398
입금내역 안내,고객의 사용 금액 200만 원은 할부도 포함된 금액이야?,"아니, 일시불 이용만 계산된 금액이야.",AIHub(하나카드)/25398
입금내역 안내,고객의 이월 이용대금에는 수수료도 포함돼 있어?,응.,AIHub(하나카드)/23936
입금내역 안내,고객의 임대료는 이미 결제가 된 상태였어?,응.,AIHub(하나카드)/24542
입금내역 안내,고객의 체크카드는 연결된 체크카드 계좌에서 출금되지?,"아니, 연결된 체크카드 계좌에서 출금되고 신용 계좌에서 결제가 돼.",AIHub(하나카드)/24977
입금내역 안내,고객의 체크카드에서 2월 5일 후불 교통 금액 명목으로 얼마가 출금되었지?,"5,200원",AIHub(하나카드)/22170
입금내역 안내,고객의 체크카드와 신용카드는 결제 계좌가 같았나요?,"아니요, 서로 다른 계좌로 연결되어 있습니다.",AIHub(하나카드)/24160
입금내역 안내,고객의 카드 결제가 왜 실패하였나요?,카드 잔액이 부족하여 결제가 실패했습니다.,AIHub(하나카드)/24767
입금내역 안내,고객의 카드 결제는 이번 달 이후 다음 달부터 변경된 결제일로 적용되나요?,"예, 다음 달부터 변경된 결제일로 적용됩니다.",AIHub(하나카드)/200062
입금내역 안내,고객의 카드 결제일은 내일이야?,"아니, 결제일은 오늘이고 정상 출금되었어.",AIHub(하나카드)/22153
입금내역 안내,고객의 카드 결제일은 언제야?,15일,AIHub(하나카드)/25287
입금내역 안내,고객의 카드 대금 결제일은 언제였나요?,9월 25일,AIHub(하나카드)/21856
입금내역 안내,고객의 카드 대금은 몇 번에 나눠서 자동 인출되었나요?,두 번,AIHub(하나카드)/23190
입금내역 안내,고객의 카드 연체 상태는 현재 정상인가?,"예, 현재 연체 상태가 아니고 정상적으로 처리되었습니다.",AIHub(하나카드)/21766
입금내역 안내,고객의 카드 요금 결제일이 언제야?,어제,AIHub(하나카드)/25897
입금내역 안내,고객의 카드는 어떤 기능을 가진 카드인가?,입출금 기능이 있는 카드,AIHub(하나카드)/22153
입금내역 안내,고객의 통장에서 돈이 카드사로 출금된 건 언제야?,오늘 새벽 4시 30분과 6시 20분에 출금됐어.,AIHub(하나카드)/23190
입금내역 안내,고객의 해지 카드 연회비가 다음 달 청구 금액에 포함되었나?,"예, 결제 대체 처리되어 청구 금액에 포함되었습니다.",AIHub(하나카드)/200088
입금내역 안내,고객의 현금 서비스 청구 예정일은 언제인가?,다음 달 특정 일자,AIHub(하나카드)/21026
입금내역 안내,고객의 현재 상태는 연체 상태인가?,아니요.,AIHub(하나카드)/21461
입금내역 안내,고객의 환불 금액이 바로 입금되었어?,"아니, 오늘 중에 순차적으로 환급될 예정이야.",AIHub(하나카드)/24170
입금내역 안내,고객이 3개월 동안 납부한 내역에 현금 서비스 결제도 있어?,응.,AIHub(하나카드)/22297
입금내역 안내,고객이 5월 3일에 받아보게 될 명세서에는 총 250만 원의 현금 서비스 이용 내용이 포함되어 있을까?,"응, 두 건의 현금 서비스 이용 금액이 합산되어 5월 3일에 청구될 예정이야.",AIHub(하나카드)/21026
입금내역 안내,고객이 구매한 상품은 무엇인가요?,화장품(에터미),AIHub(하나카드)/23741
입금내역 안내,고객이 마지막으로 후불 교통을 이용한 달은 언제인가?,지난달,AIHub(하나카드)/200159
입금내역 안내,고객이 문의 사항인 체크카드 인출 내역은 무엇이었니?,카드 발급 수수료와 교통카드 이용액이었어.,AIHub(하나카드)/22093
입금내역 안내,고객이 문의한 청구 금액이 없는 이유는 무엇인가요?,해당 금액을 앱을 통해 선결제했기 때문에 청구될 금액이 없습니다.,AIHub(하나카드)/26910
입금내역 안내,고객이 문의한 환불금은 언제 입금 처리가 되지?,내일 중 입금 처리될 예정입니다.,AIHub(하나카드)/20903
입금내역 안내,고객이 미결제 안내 문자를 보고 결제것은 뭐야?,미납금액,AIHub(하나카드)/24674
입금내역 안내,고객이 미납했던 금액은 결제 내역이 뭐였어?,후불 교통 이용 금액,AIHub(하나카드)/25275
입금내역 안내,고객이 발급 취소한 카드의 일부 연회비는 언제 출금되었나요?,9월 20일에 출금되었습니다.,AIHub(하나카드)/21687
입금내역 안내,고객이 병원 결제에 대해 궁금해한 점은 뭐야?,무이자 할부 개월 수,AIHub(하나카드)/24216
입금내역 안내,고객이 보유한 카드는 체크카드야?,응.,AIHub(하나카드)/20898
입금내역 안내,고객이 사용 중인 카드는 사용하고 나서 두 달 뒤에 청구되는 방식이지?,"아니, 한 달 뒤에 청구되는 방식이야.",AIHub(하나카드)/23741
입금내역 안내,고객이 사용 중인 카드는 포인트 적립 기능이 있나요?,"아니요, 고객이 사용 중인 카드는 포인트 적립 기능이 없습니다.",AIHub(하나카드)/26910
입금내역 안내,고객이 사용할 수 있는 금액은 얼마가 남았어?,"10,265,000원",AIHub(하나카드)/24339
입금내역 안내,고객이 상담사에게 연락한 이유가 뭐야?,카드 결제 금액에 대해 출금이 정상적으로 이루어졌는지 확인해달라고 전화했어.,AIHub(하나카드)/24197
입금내역 안내,고객이 상담사에게 요청한 파일 형식은 무엇인가?,엑셀 파일 또는 이미지 파일,AIHub(하나카드)/22297
입금내역 안내,고객이 상담사에게 확인해달라고 요청한 것은 무엇인가?,입금,AIHub(하나카드)/21971
입금내역 안내,고객이 상담원에게 문의한 서비스는 무엇인가?,리볼빙 서비스,AIHub(하나카드)/200070
입금내역 안내,고객이 상담원에게 문의한 주된 이유는 무엇인가?,카드 내역서의 출금 내역을 이해하기 위해,AIHub(하나카드)/200031
입금내역 안내,고객이 상담원에게 문의한 주요 내용은 무엇인가?,카드 실적 및 입금 관련 할인 환불,AIHub(하나카드)/21652
입금내역 안내,고객이 새로 발급받은 카드의 종류는 무엇인가?,체크카드,AIHub(하나카드)/20800
입금내역 안내,고객이 선결제를 완료한 날짜는 언제인가요?,3월 4일,AIHub(하나카드)/26910
입금내역 안내,고객이 선결제를 진행한 날은 언제야?,10월 2일에 선결제를 했어.,AIHub(하나카드)/24339
입금내역 안내,고객이 선결제한 부분은 내역서에 뭐라고 표시된다고 해?,완납,AIHub(하나카드)/24215
입금내역 안내,고객이 소지한 신용카드의 유효 기간 만료 알림을 받은 거예요?,아니요.,AIHub(하나카드)/24371
입금내역 안내,고객이 앱을 통해 보고 있는 일시불 금액은 언제 청구될 거야?,11월에 청구될 거야.,AIHub(하나카드)/27306
입금내역 안내,고객이 오늘 납부한 금액은 얼마야?,"3,000,000원",AIHub(하나카드)/27306
입금내역 안내,고객이 요청한 대출 관련 서류는 뭐지?,고객은 대출 원금과 이자의 월별 납입 내역서를 요청했어.,AIHub(하나카드)/24371
입금내역 안내,고객이 이용하는 카드의 기본적인 유효기간은 몇 년이야?,5년,AIHub(하나카드)/21329
입금내역 안내,고객이 일부 금액을 선결제한 결제 건은 어디에서 이용한 거지?,병원,AIHub(하나카드)/23883
입금내역 안내,고객이 자동차 할부 상품과 관련하여 상담사에게 궁금해 한 것은 무엇인가?,중도 상환 수수료인지 카드 금리에 대한 것,AIHub(하나카드)/20756
입금내역 안내,고객이 작년 8월에 납부한 금액에 엘지유플러스 통신 요금도 포함됐어?,응.,AIHub(하나카드)/21329
입금내역 안내,고객이 지난 결제 금액과 합산됐다고 오해한 이용 내역은 뭘 결제한 건이야?,화장품,AIHub(하나카드)/23741
입금내역 안내,고객이 질문한 매달 발생하는 금액에 대해 상담사는 뭐라고 답했나요?,상담사는 그 금액이 카드 사용 시 발생하는 수수료라고 설명했습니다.,AIHub(하나카드)/24849
입금내역 안내,고객이 처음에 결제했던 때가 언제야?,10월이야.,AIHub(하나카드)/22521
입금내역 안내,고객이 청구 알람을 받은 건은 어디서 사용한 거야?,씨유,AIHub(하나카드)/25327
입금내역 안내,고객이 체크카드를 발급받은 날짜는 언제인가?,한 달 전,AIHub(하나카드)/22093
입금내역 안내,고객이 최근에 받은 알림톡의 주요 내용은 무엇인가?,리볼빙 이월 금액에 대한 안내,AIHub(하나카드)/21499
입금내역 안내,고객이 취소한 상품의 결제 취소 전표가 처리된 날짜는 언제인가?,결제일 전,AIHub(하나카드)/22923
입금내역 안내,고객이 취소한 카드 결제 금액은 얼마인가?,"여러 금액(예: 300,000원)",AIHub(하나카드)/22632
입금내역 안내,고객이 카드 결제 내역을 확인하기 위해 어떤 페이지로 이동해야 하나요?,마이페이지,AIHub(하나카드)/22657
입금내역 안내,고객이 카드 결제한 건은 취소 처리가 되어 있나요?,네.,AIHub(하나카드)/22632
입금내역 안내,고객이 카드 명세서에서 확인하고 싶어 했던 주요 내용은 무엇인가?,연회비와 청구 금액의 차이,AIHub(하나카드)/21329
입금내역 안내,고객이 카드 이월 금액에 대해 상담원에게 문의한 주된 이유는 무엇인가?,금액이 크게 이월된 이유를 알고 싶어서,AIHub(하나카드)/23936
입금내역 안내,고객이 카드로 사용한 내역은 무엇인가요?,대중교통과 세차장 이용 내역입니다.,AIHub(하나카드)/24160
입금내역 안내,고객이 카드론을 통해 대출받은 금액은 얼마야?,"1,000만 원",AIHub(하나카드)/26981
입금내역 안내,고객이 카드를 사용하여 결제한 건은 모두 몇 건인가요?,6건,AIHub(하나카드)/21993
입금내역 안내,고객이 카드사에 문의한 주요 내용은 무엇인가?,이월 금액 결제 및 명세서 확인,AIHub(하나카드)/22294
입금내역 안내,고객이 카드와 관련하여 상담원에게 확인하고자 한 내용은 무엇인가?,연회비 결제 내역,AIHub(하나카드)/21687
입금내역 안내,고객이 코웨이 사용료로 납부한 금액은 얼마야?,"45,000원",AIHub(하나카드)/25662
입금내역 안내,고객이 통장 잔고를 다시 채워도 되는 시간은 언제인가요?,내일 오후 늦게부터,AIHub(하나카드)/21856
입금내역 안내,고객이 해당 카드사에서 발급받은 카드는 몇 개야?,2개,AIHub(하나카드)/21652
입금내역 안내,고객이 현재 미납금 상태에 대해 궁금해하며 문의한 카드는 무엇인가?,체크카드,AIHub(하나카드)/20898
입금내역 안내,고객이 현재 확인하고 싶어하는 카드의 금액 상태는 무엇인가?,마이너스 금액 여부,AIHub(하나카드)/23142
입금내역 안내,고객이 확인하고자 한 것은 무엇인가?,카드 결제 금액,AIHub(하나카드)/22475
입금내역 안내,고객이 확인하려는 대출 상환 내역의 기간은 몇 개월이야?,3개월,AIHub(하나카드)/22297
입금내역 안내,공과금은 카드 실적에 포함되지 않나요?,"네, 포함되지 않아요.",AIHub(하나카드)/24767
입금내역 안내,교통 카드 기능이 탑재된 고객의 카드는 1만 원에 해당되는 포인트가 들어있어?,응.,AIHub(하나카드)/22990
입금내역 안내,교통카드 연체로 인한 일시정지가 예정된 날짜는 언제인가요?,자정부터,AIHub(하나카드)/22003
입금내역 안내,교통카드 이용 내역을 이메일로 받아볼 수 있나요?,네.,AIHub(하나카드)/22170
입금내역 안내,리볼빙 서비스 이용 중에 이월된 금액은 연체금에 포함되는 건가요?,아니요.,AIHub(하나카드)/21499
입금내역 안내,리볼빙 서비스는 무엇만 통장 잔고에 있으면 연체되지 않고 이월할 수 있어?,최소 금액,AIHub(하나카드)/22862
입금내역 안내,리볼빙 서비스는 할부 건에도 제공돼?,"아니, 일시불 건에만 제공돼.",AIHub(하나카드)/27306
입금내역 안내,리볼빙 서비스로 이월된 금액에는 이자가 포함되어 있어?,응.,AIHub(하나카드)/22862
입금내역 안내,리볼빙 서비스를 신청하면 최소 금액만 결제된 경우 남은 금액은 언제 청구돼?,다음 달 요금과 합산해서 청구돼.,AIHub(하나카드)/21766
입금내역 안내,리볼빙 서비스에서 최소 금액은 결제 내역의 무슨 항목에서 출금되나요?,일시불 항목,AIHub(하나카드)/22862
입금내역 안내,미납 문자는 언제 발송됩니까?,결제일 다음날,AIHub(하나카드)/25985
입금내역 안내,미납 수수료는 결제대금에 포함됩니까?,네.,AIHub(하나카드)/25985
입금내역 안내,미납 요금에 연회비가 포함되어 있나요?,"아니요, 연회비는 미납 요금에 포함되지 않았으며, 별도로 처리됩니다.",AIHub(하나카드)/24311
입금내역 안내,배송 중인 카드 번호를 미리 알 수 있나요?,아니요.,AIHub(하나카드)/27323
입금내역 안내,보통 신용 카드 해지 처리는 언제쯤 돼?,"손님이 해지한 날을 기준으로 3, 4일 정도 걸려.",AIHub(하나카드)/200088
